windspeed,Vestas.V80.2000
31.47,0.140832
31.48,0.14009
31.49,0.14009
31.5,0.13972
31.51,0.139351
31.52,0.138614
31.53,0.138614
31.54,0.138246
31.55,0.137513
31.56,0.137148
31.57,0.137148
31.58,0.136783
31.59,0.136055
31.6,0.136055
31.61,0.135693
31.62,0.13533
31.63,0.134608
31.64,0.134608
31.65,0.134248
31.66,0.133529
31.67,0.133529
31.68,0.133171
31.69,0.132814
31.7,0.132101
31.71,0.132101
31.72,0.131745
31.73,0.131036
31.74,0.131036
31.75,0.130682
31.76,0.130329
31.77,0.129625
31.78,0.129625
31.79,0.129274
31.8,0.128574
31.81,0.128225
31.82,0.128225
31.83,0.127877
31.84,0.127182
31.85,0.127182
31.86,0.126836
31.87,0.12649
31.88,0.125801
31.89,0.125801
31.9,0.125457
31.91,0.124771
31.92,0.124771
31.93,0.124429
31.94,0.124088
31.95,0.123408
31.96,0.123408
31.97,0.123069
31.98,0.122392
31.99,0.122392
32,0.122055
32.01,0.121718
32.02,0.121047
32.03,0.121047
32.04,0.120713
32.05,0.120045
32.06,0.119713
32.07,0.119713
32.08,0.11938
32.09,0.118718
32.1,0.118718
32.11,0.118388
32.12,0.118059
32.13,0.117402
32.14,0.117402
32.15,0.117074
32.16,0.116421
32.17,0.116421
32.18,0.116095
32.19,0.11577
32.2,0.115123
32.21,0.115123
32.22,0.114799
32.23,0.114155
32.24,0.114155
32.25,0.113834
32.26,0.113514
32.27,0.112875
32.28,0.112875
32.29,0.112556
32.3,0.111921
32.31,0.111605
32.32,0.111605
32.33,0.111289
32.34,0.110659
32.35,0.110659
32.36,0.110345
32.37,0.110031
32.38,0.109406
32.39,0.109406
32.4,0.109095
32.41,0.108474
32.42,0.108474
32.43,0.108164
32.44,0.107855
32.45,0.107239
32.46,0.107239
32.47,0.106932
32.48,0.10632
32.49,0.10632
32.5,0.106015
32.51,0.10571
32.52,0.105103
32.53,0.105103
32.54,0.1048
32.55,0.104197
32.56,0.103896
32.57,0.103896
32.58,0.103596
32.59,0.102998
32.6,0.102998
32.61,0.1027
32.62,0.102402
32.63,0.101809
32.64,0.101809
32.65,0.101513
32.66,0.100923
32.67,0.100923
32.68,0.100629
32.69,0.100336
32.7,0.099752
32.71,0.099752
32.72,0.09946
32.73,0.098879
32.74,0.098879
32.75,0.09859
32.76,0.098301
32.77,0.097725
32.78,0.097725
32.79,0.097438
32.8,0.096866
32.81,0.09658
32.82,0.09658
32.83,0.096296
32.84,0.095729
32.85,0.095728
32.86,0.095446
32.87,0.095164
32.88,0.094601
32.89,0.094601
32.9,0.094321
32.91,0.093762
32.92,0.093762
32.93,0.093484
32.94,0.093206
32.95,0.092652
32.96,0.092652
32.97,0.092376
32.98,0.091826
32.99,0.091826
33,0.091552
33.01,0.091278
33.02,0.090733
33.03,0.090733
33.04,0.090461
33.05,0.089919
33.06,0.089649
33.07,0.089649
33.08,0.08938
33.09,0.088843
33.1,0.088843
33.11,0.088575
33.12,0.088308
33.13,0.087776
33.14,0.087776
33.15,0.087511
33.16,0.086983
33.17,0.086982
33.18,0.086719
33.19,0.086456
33.2,0.085933
33.21,0.085933
33.22,0.085672
33.23,0.085151
33.24,0.085151
33.25,0.084892
33.26,0.084634
33.27,0.084118
33.28,0.084118
33.29,0.083861
33.3,0.083349
33.31,0.083094
33.32,0.083094
33.33,0.082839
33.34,0.082332
33.35,0.082332
33.36,0.082079
33.37,0.081827
33.38,0.081325
33.39,0.081325
33.4,0.081074
33.41,0.080575
33.42,0.080575
33.43,0.080326
33.44,0.080078
33.45,0.079584
33.46,0.079584
33.47,0.079337
33.48,0.078846
33.49,0.078846
33.5,0.078602
33.51,0.078358
33.52,0.077871
33.53,0.077871
33.54,0.077629
33.55,0.077146
33.56,0.076905
33.57,0.076905
33.58,0.076665
33.59,0.076187
33.6,0.076187
33.61,0.075948
33.62,0.075711
33.63,0.075237
33.64,0.075237
33.65,0.075001
33.66,0.07453
33.67,0.07453
33.68,0.074296
33.69,0.074062
33.7,0.073596
33.71,0.073596
33.72,0.073363
33.73,0.072901
33.74,0.072901
33.75,0.07267
33.76,0.07244
33.77,0.071982
33.78,0.071982
33.79,0.071754
33.8,0.071299
33.81,0.071073
33.82,0.071073
33.83,0.070846
33.84,0.070396
33.85,0.070396
33.86,0.070171
33.87,0.069948
33.88,0.069502
33.89,0.069502
33.9,0.06928
33.91,0.068837
33.92,0.068837
33.93,0.068616
33.94,0.068396
33.95,0.067958
33.96,0.067958
33.97,0.067739
33.98,0.067304
33.99,0.067304
34,0.067087
34.01,0.066871
34.02,0.06644
34.03,0.06644
34.04,0.066226
34.05,0.065798
34.06,0.065585
34.07,0.065585
34.08,0.065372
34.09,0.064949
34.1,0.064949
34.11,0.064738
34.12,0.064528
34.13,0.064109
34.14,0.064109
34.15,0.0639
34.16,0.063484
34.17,0.063484
34.18,0.063277
34.19,0.06307
34.2,0.062659
34.21,0.062659
34.22,0.062453
34.23,0.062045
34.24,0.062045
34.25,0.061841
34.26,0.061638
34.27,0.061234
34.28,0.061234
34.29,0.061033
34.3,0.060631
34.31,0.060431
34.32,0.060431
34.33,0.060232
34.34,0.059835
34.35,0.059835
34.36,0.059637
34.37,0.05944
34.38,0.059046
34.39,0.059046
34.4,0.058851
34.41,0.058461
34.42,0.05846
34.43,0.058266
34.44,0.058072
34.45,0.057687
34.46,0.057687
34.47,0.057494
34.48,0.057111
34.49,0.057111
34.5,0.05692
34.51,0.05673
34.52,0.056351
34.53,0.056351
34.54,0.056163
34.55,0.055787
34.56,0.055599
34.57,0.055599
34.58,0.055413
34.59,0.055041
34.6,0.055041
34.61,0.054855
34.62,0.054671
34.63,0.054303
34.64,0.054302
34.65,0.054119
34.66,0.053754
34.67,0.053754
34.68,0.053572
34.69,0.053391
34.7,0.05303
34.71,0.05303
34.72,0.05285
34.73,0.052492
34.74,0.052491
34.75,0.052313
34.76,0.052135
34.77,0.051781
34.78,0.05178
34.79,0.051604
34.8,0.051252
34.81,0.051077
34.82,0.051077
34.83,0.050903
34.84,0.050555
34.85,0.050555
34.86,0.050382
34.87,0.050209
34.88,0.049865
34.89,0.049865
34.9,0.049694
34.91,0.049352
34.92,0.049352
34.93,0.049183
34.94,0.049013
34.95,0.048676
34.96,0.048676
34.97,0.048507
34.98,0.048173
34.99,0.048173
35,0.048006
35.01,0.04784
35.02,0.047509
35.03,0.047509
35.04,0.047344
35.05,0.047016
35.06,0.046853
35.07,0.046853
35.08,0.046689
35.09,0.046365
35.1,0.046365
35.11,0.046203
35.12,0.046042
35.13,0.045721
35.14,0.045721
35.15,0.045561
35.16,0.045243
35.17,0.045243
35.18,0.045084
35.19,0.044926
35.2,0.044612
35.21,0.044612
35.22,0.044455
35.23,0.044143
35.24,0.044143
35.25,0.043987
35.26,0.043833
35.27,0.043524
35.28,0.043524
35.29,0.04337
35.3,0.043064
35.31,0.042912
35.32,0.042912
35.33,0.04276
35.34,0.042458
35.35,0.042458
35.36,0.042307
35.37,0.042157
35.38,0.041858
35.39,0.041858
35.4,0.041709
35.41,0.041413
35.42,0.041413
35.43,0.041265
35.44,0.041118
35.45,0.040825
35.46,0.040825
35.47,0.040679
35.48,0.040389
35.49,0.040389
35.5,0.040244
35.51,0.0401
35.52,0.039813
35.53,0.039813
35.54,0.03967
35.55,0.039385
35.56,0.039244
35.57,0.039244
35.58,0.039102
35.59,0.038821
35.6,0.038821
35.61,0.038681
35.62,0.038541
35.63,0.038263
35.64,0.038263
35.65,0.038125
35.66,0.03785
35.67,0.037849
35.68,0.037712
35.69,0.037575
35.7,0.037303
35.71,0.037303
35.72,0.037168
35.73,0.036898
35.74,0.036898
35.75,0.036763
35.76,0.03663
35.77,0.036363
35.78,0.036363
35.79,0.03623
35.8,0.035966
35.81,0.035834
35.82,0.035834
35.83,0.035703
35.84,0.035442
35.85,0.035442
35.86,0.035312
35.87,0.035182
35.88,0.034924
35.89,0.034924
35.9,0.034796
35.91,0.03454
35.92,0.03454
35.93,0.034413
35.94,0.034286
35.95,0.034033
35.96,0.034033
35.97,0.033907
35.98,0.033657
35.99,0.033657
36,0.033532
36.01,0.033408
36.02,0.033161
36.03,0.033161
36.04,0.033039
36.05,0.032794
36.06,0.032672
36.07,0.032672
36.08,0.032551
36.09,0.032309
36.1,0.032309
36.11,0.032189
36.12,0.032069
36.13,0.031831
36.14,0.031831
36.15,0.031712
36.16,0.031475
36.17,0.031475
36.18,0.031358
36.19,0.03124
36.2,0.031007
36.21,0.031007
36.22,0.030891
36.23,0.030659
36.24,0.030659
36.25,0.030544
36.26,0.03043
36.27,0.030201
36.28,0.030201
36.29,0.030088
36.3,0.029861
36.31,0.029749
36.32,0.029749
36.33,0.029637
36.34,0.029413
36.35,0.029413
36.36,0.029302
36.37,0.029191
36.38,0.028971
36.39,0.028971
36.4,0.028861
36.41,0.028642
36.42,0.028642
36.43,0.028534
36.44,0.028425
36.45,0.02821
36.46,0.02821
36.47,0.028102
36.48,0.027889
36.49,0.027889
36.5,0.027782
36.51,0.027676
36.52,0.027465
36.53,0.027465
36.54,0.02736
36.55,0.027152
36.56,0.027048
36.57,0.027048
36.58,0.026944
36.59,0.026738
36.6,0.026738
36.61,0.026635
36.62,0.026533
36.63,0.02633
36.64,0.02633
36.65,0.026228
36.66,0.026027
36.67,0.026027
36.68,0.025926
36.69,0.025826
36.7,0.025628
36.71,0.025628
36.72,0.025529
36.73,0.025332
36.74,0.025332
36.75,0.025234
36.76,0.025136
36.77,0.024942
36.78,0.024942
36.79,0.024845
36.8,0.024652
36.81,0.024557
36.82,0.024557
36.83,0.024461
36.84,0.024271
36.85,0.024271
36.86,0.024177
36.87,0.024083
36.88,0.023895
36.89,0.023895
36.9,0.023802
36.91,0.023616
36.92,0.023616
36.93,0.023524
36.94,0.023432
36.95,0.023249
36.96,0.023249
36.97,0.023158
36.98,0.022977
36.99,0.022977
37,0.022887
37.01,0.022797
37.02,0.022618
37.03,0.022618
37.04,0.022529
37.05,0.022352
37.06,0.022264
37.07,0.022264
37.08,0.022176
37.09,0.022002
37.1,0.022002
37.11,0.021915
37.12,0.021828
37.13,0.021656
37.14,0.021656
37.15,0.02157
37.16,0.0214
37.17,0.0214
37.18,0.021315
37.19,0.02123
37.2,0.021062
37.21,0.021062
37.22,0.020979
37.23,0.020812
37.24,0.020812
37.25,0.020729
37.26,0.020647
37.27,0.020483
37.28,0.020483
37.29,0.020401
37.3,0.020239
37.31,0.020158
37.32,0.020158
37.33,0.020077
37.34,0.019917
37.35,0.019917
37.36,0.019837
37.37,0.019758
37.38,0.0196
37.39,0.0196
37.4,0.019521
37.41,0.019365
37.42,0.019365
37.43,0.019287
37.44,0.01921
37.45,0.019056
37.46,0.019056
37.47,0.018979
37.48,0.018827
37.49,0.018827
37.5,0.018751
37.51,0.018675
37.52,0.018525
37.53,0.018525
37.54,0.01845
37.55,0.018301
37.56,0.018227
37.57,0.018227
37.58,0.018153
37.59,0.018007
37.6,0.018007
37.61,0.017934
37.62,0.017861
37.63,0.017717
37.64,0.017717
37.65,0.017645
37.66,0.017502
37.67,0.017502
37.68,0.017431
37.69,0.01736
37.7,0.017219
37.71,0.017219
37.72,0.017149
37.73,0.017009
37.74,0.017009
37.75,0.01694
37.76,0.016871
37.77,0.016733
37.78,0.016733
37.79,0.016665
37.8,0.016529
37.81,0.016461
37.82,0.016461
37.83,0.016394
37.84,0.01626
37.85,0.01626
37.86,0.016193
37.87,0.016061
37.88,0.015995
37.89,0.015995
37.9,0.015929
37.91,0.015799
37.92,0.015799
37.93,0.015734
37.94,0.015669
37.95,0.015541
37.96,0.015541
37.97,0.015477
37.98,0.015349
37.99,0.015349
38,0.015286
38.01,0.015223
38.02,0.015098
38.03,0.015098
38.04,0.015035
38.05,0.014911
38.06,0.014911
38.07,0.01485
38.08,0.014788
38.09,0.014666
38.1,0.014666
38.11,0.014606
38.12,0.014485
38.13,0.014425
38.14,0.014425
38.15,0.014365
38.16,0.014246
38.17,0.014246
38.18,0.014187
38.19,0.014128
38.2,0.014011
38.21,0.014011
38.22,0.013953
38.23,0.013837
38.24,0.013837
38.25,0.01378
38.26,0.013722
38.27,0.013608
38.28,0.013608
38.29,0.013552
38.3,0.013439
38.31,0.013439
38.32,0.013383
38.33,0.013327
38.34,0.013216
38.35,0.013216
38.36,0.013161
38.37,0.013051
38.38,0.012997
38.39,0.012997
38.4,0.012942
38.41,0.012834
38.42,0.012834
38.43,0.012781
38.44,0.012727
38.45,0.012621
38.46,0.012621
38.47,0.012568
38.48,0.012463
38.49,0.012463
38.5,0.012411
38.51,0.012359
38.52,0.012255
38.53,0.012255
38.54,0.012204
38.55,0.012102
38.56,0.012102
38.57,0.012051
38.58,0.012
38.59,0.0119
38.6,0.0119
38.61,0.01185
38.62,0.01175
38.63,0.011701
38.64,0.011701
38.65,0.011652
38.66,0.011554
38.67,0.011554
38.68,0.011505
38.69,0.011457
38.7,0.011361
38.71,0.011361
38.72,0.011313
38.73,0.011218
38.74,0.011218
38.75,0.011171
38.76,0.011124
38.77,0.01103
38.78,0.01103
38.79,0.010984
38.8,0.010891
38.81,0.010891
38.82,0.010845
38.83,0.010799
38.84,0.010709
38.85,0.010709
38.86,0.010663
38.87,0.010574
38.88,0.010529
38.89,0.010529
38.9,0.010485
38.91,0.010396
38.92,0.010396
38.93,0.010352
38.94,0.010309
38.95,0.010222
38.96,0.010222
38.97,0.010179
38.98,0.010093
38.99,0.010093
39,0.01005
39.01,0.010008
39.02,0.009924
39.03,0.009924
39.04,0.009882
39.05,0.009799
39.06,0.009799
39.07,0.009757
39.08,0.009716
39.09,0.009634
39.1,0.009634
39.11,0.009594
39.12,0.009513
39.13,0.009473
39.14,0.009473
39.15,0.009433
39.16,0.009353
39.17,0.009353
39.18,0.009314
39.19,0.009275
39.2,0.009197
39.21,0.009197
39.22,0.009158
39.23,0.009081
39.24,0.009081
39.25,0.009042
39.26,0.009004
39.27,0.008929
39.28,0.008929
39.29,0.008891
39.3,0.008816
39.31,0.008816
39.32,0.008779
39.33,0.008742
39.34,0.008669
39.35,0.008669
39.36,0.008632
39.37,0.00856
39.38,0.008524
39.39,0.008524
39.4,0.008488
39.41,0.008417
39.42,0.008417
39.43,0.008382
39.44,0.008347
39.45,0.008277
39.46,0.008277
39.47,0.008242
39.48,0.008173
39.49,0.008173
39.5,0.008139
39.51,0.008105
39.52,0.008037
39.53,0.008037
39.54,0.008004
39.55,0.007937
39.56,0.007937
39.57,0.007904
39.58,0.007871
39.59,0.007805
39.6,0.007805
39.61,0.007773
39.62,0.007708
39.63,0.007676
39.64,0.007676
39.65,0.007644
39.66,0.007581
39.67,0.007581
39.68,0.007549
39.69,0.007518
39.7,0.007456
39.71,0.007456
39.72,0.007425
39.73,0.007364
39.74,0.007364
39.75,0.007333
39.76,0.007303
39.77,0.007243
39.78,0.007243
39.79,0.007213
39.8,0.007154
39.81,0.007154
39.82,0.007124
39.83,0.007095
39.84,0.007037
39.85,0.007037
39.86,0.007008
39.87,0.006951
39.88,0.006922
39.89,0.006922
39.9,0.006894
39.91,0.006838
39.92,0.006838
39.93,0.00681
39.94,0.006782
39.95,0.006727
39.96,0.006727
39.97,0.0067
39.98,0.006646
39.99,0.006646
40,0.006619
